Year,Week,Game,Home Team,Away Team
2011,1,1,THE Great Chewbaccas,Ghost of Derrick Thomas
2011,1,2,THE Great Chewbaccas,MC Gusto
2011,1,3,MC Gusto,Team Thompson
2011,1,4,He Hate Me,Ghost of Derrick Thomas
2011,1,5,He Hate Me,Phinatics
2011,1,6,GoodFellas,Team Thompson
2011,1,7,GoodFellas,Pestilence
2011,1,8,Brees Nuts,Phinatics
2011,1,9,Brees Nuts,Team Colbert
2011,1,10,Crackers,Pestilence
2011,1,11,Crackers,Team Christman
2011,1,12,Pillshovellers,Team Colbert
2011,1,13,Pillshovellers,Scalp Hunters
2011,1,14,Scalp Hunters,Team Christman
2011,1,15,MC Gusto,* League Average
2011,1,16,He Hate Me,* League Average
2011,1,17,GoodFellas,* League Average
2011,1,18,Brees Nuts,* League Average
2011,1,19,Crackers,* League Average
2011,1,20,Pillshovellers,* League Average
2011,1,21,Scalp Hunters,* League Average
2011,1,22,Team Christman,* League Average
2011,1,23,Team Colbert,* League Average
2011,1,24,Pestilence,* League Average
2011,1,25,Phinatics,* League Average
2011,1,26,Team Thompson,* League Average
2011,1,27,Ghost of Derrick Thomas,* League Average
2011,1,28,THE Great Chewbaccas,* League Average
2011,2,29,THE Great Chewbaccas,He Hate Me
2011,2,30,THE Great Chewbaccas,GoodFellas
2011,2,31,GoodFellas,MC Gusto
2011,2,32,Brees Nuts,He Hate Me
2011,2,33,Brees Nuts,Ghost of Derrick Thomas
2011,2,34,Crackers,MC Gusto
2011,2,35,Crackers,Team Thompson
2011,2,36,Pillshovellers,Ghost of Derrick Thomas
2011,2,37,Pillshovellers,Phinatics
2011,2,38,Scalp Hunters,Team Thompson
2011,2,39,Scalp Hunters,Pestilence
2011,2,40,Team Christman,Phinatics
2011,2,41,Team Christman,Team Colbert
2011,2,42,Team Colbert,Pestilence
2011,2,43,MC Gusto,* League Average
2011,2,44,He Hate Me,* League Average
2011,2,45,GoodFellas,* League Average
2011,2,46,Brees Nuts,* League Average
2011,2,47,Crackers,* League Average
2011,2,48,Pillshovellers,* League Average
2011,2,49,Scalp Hunters,* League Average
2011,2,50,Team Christman,* League Average
2011,2,51,Team Colbert,* League Average
2011,2,52,Pestilence,* League Average
2011,2,53,Phinatics,* League Average
2011,2,54,Team Thompson,* League Average
2011,2,55,Ghost of Derrick Thomas,* League Average
2011,2,56,THE Great Chewbaccas,* League Average
2011,3,57,THE Great Chewbaccas,Brees Nuts
2011,3,58,THE Great Chewbaccas,Crackers
2011,3,59,Crackers,GoodFellas
2011,3,60,Pillshovellers,Brees Nuts
2011,3,61,Pillshovellers,He Hate Me
2011,3,62,Scalp Hunters,GoodFellas
2011,3,63,Scalp Hunters,MC Gusto
2011,3,64,Team Christman,He Hate Me
2011,3,65,Team Christman,Ghost of Derrick Thomas
2011,3,66,Team Colbert,MC Gusto
2011,3,67,Team Colbert,Team Thompson
2011,3,68,Pestilence,Ghost of Derrick Thomas
2011,3,69,Pestilence,Phinatics
2011,3,70,Phinatics,Team Thompson
2011,3,71,MC Gusto,* League Average
2011,3,72,He Hate Me,* League Average
2011,3,73,GoodFellas,* League Average
2011,3,74,Brees Nuts,* League Average
2011,3,75,Crackers,* League Average
2011,3,76,Pillshovellers,* League Average
2011,3,77,Scalp Hunters,* League Average
2011,3,78,Team Christman,* League Average
2011,3,79,Team Colbert,* League Average
2011,3,80,Pestilence,* League Average
2011,3,81,Phinatics,* League Average
2011,3,82,Team Thompson,* League Average
2011,3,83,Ghost of Derrick Thomas,* League Average
2011,3,84,THE Great Chewbaccas,* League Average
2011,4,85,THE Great Chewbaccas,Pillshovellers
2011,4,86,THE Great Chewbaccas,Scalp Hunters
2011,4,87,Scalp Hunters,Crackers
2011,4,88,Team Christman,Pillshovellers
2011,4,89,Team Christman,Brees Nuts
2011,4,90,Team Colbert,Crackers
2011,4,91,Team Colbert,GoodFellas
2011,4,92,Pestilence,Brees Nuts
2011,4,93,Pestilence,He Hate Me
2011,4,94,Phinatics,GoodFellas
2011,4,95,Phinatics,MC Gusto
2011,4,96,Team Thompson,He Hate Me
2011,4,97,Team Thompson,Ghost of Derrick Thomas
2011,4,98,Ghost of Derrick Thomas,MC Gusto
2011,4,99,MC Gusto,* League Average
2011,4,100,He Hate Me,* League Average
2011,4,101,GoodFellas,* League Average
2011,4,102,Brees Nuts,* League Average
2011,4,103,Crackers,* League Average
2011,4,104,Pillshovellers,* League Average
2011,4,105,Scalp Hunters,* League Average
2011,4,106,Team Christman,* League Average
2011,4,107,Team Colbert,* League Average
2011,4,108,Pestilence,* League Average
2011,4,109,Phinatics,* League Average
2011,4,110,Team Thompson,* League Average
2011,4,111,Ghost of Derrick Thomas,* League Average
2011,4,112,THE Great Chewbaccas,* League Average
2011,5,113,THE Great Chewbaccas,Team Christman
2011,5,114,THE Great Chewbaccas,Team Colbert
2011,5,115,Team Colbert,Scalp Hunters
2011,5,116,Pestilence,Team Christman
2011,5,117,Pestilence,Pillshovellers
2011,5,118,Phinatics,Scalp Hunters
2011,5,119,Phinatics,Crackers
2011,5,120,Team Thompson,Pillshovellers
2011,5,121,Team Thompson,Brees Nuts
2011,5,122,Ghost of Derrick Thomas,Crackers
2011,5,123,Ghost of Derrick Thomas,GoodFellas
2011,5,124,MC Gusto,Brees Nuts
2011,5,125,MC Gusto,He Hate Me
2011,5,126,He Hate Me,GoodFellas
2011,5,127,MC Gusto,* League Average
2011,5,128,He Hate Me,* League Average
2011,5,129,GoodFellas,* League Average
2011,5,130,Brees Nuts,* League Average
2011,5,131,Crackers,* League Average
2011,5,132,Pillshovellers,* League Average
2011,5,133,Scalp Hunters,* League Average
2011,5,134,Team Christman,* League Average
2011,5,135,Team Colbert,* League Average
2011,5,136,Pestilence,* League Average
2011,5,137,Phinatics,* League Average
2011,5,138,Team Thompson,* League Average
2011,5,139,Ghost of Derrick Thomas,* League Average
2011,5,140,THE Great Chewbaccas,* League Average
2011,6,141,THE Great Chewbaccas,Pestilence
2011,6,142,THE Great Chewbaccas,Phinatics
2011,6,143,Phinatics,Team Colbert
2011,6,144,Team Thompson,Pestilence
2011,6,145,Team Thompson,Team Christman
2011,6,146,Ghost of Derrick Thomas,Team Colbert
2011,6,147,Ghost of Derrick Thomas,Scalp Hunters
2011,6,148,MC Gusto,Team Christman
2011,6,149,MC Gusto,Pillshovellers
2011,6,150,He Hate Me,Scalp Hunters
2011,6,151,He Hate Me,Crackers
2011,6,152,GoodFellas,Pillshovellers
2011,6,153,GoodFellas,Brees Nuts
2011,6,154,Brees Nuts,Crackers
2011,6,155,MC Gusto,* League Average
2011,6,156,He Hate Me,* League Average
2011,6,157,GoodFellas,* League Average
2011,6,158,Brees Nuts,* League Average
2011,6,159,Crackers,* League Average
2011,6,160,Pillshovellers,* League Average
2011,6,161,Scalp Hunters,* League Average
2011,6,162,Team Christman,* League Average
2011,6,163,Team Colbert,* League Average
2011,6,164,Pestilence,* League Average
2011,6,165,Phinatics,* League Average
2011,6,166,Team Thompson,* League Average
2011,6,167,Ghost of Derrick Thomas,* League Average
2011,6,168,THE Great Chewbaccas,* League Average
2011,7,169,THE Great Chewbaccas,Team Thompson
2011,7,170,THE Great Chewbaccas,Ghost of Derrick Thomas
2011,7,171,Ghost of Derrick Thomas,Phinatics
2011,7,172,MC Gusto,Team Thompson
2011,7,173,MC Gusto,Pestilence
2011,7,174,He Hate Me,Phinatics
2011,7,175,He Hate Me,Team Colbert
2011,7,176,GoodFellas,Pestilence
2011,7,177,GoodFellas,Team Christman
2011,7,178,Brees Nuts,Team Colbert
2011,7,179,Brees Nuts,Scalp Hunters
2011,7,180,Crackers,Team Christman
2011,7,181,Crackers,Pillshovellers
2011,7,182,Pillshovellers,Scalp Hunters
2011,7,183,MC Gusto,* League Average
2011,7,184,He Hate Me,* League Average
2011,7,185,GoodFellas,* League Average
2011,7,186,Brees Nuts,* League Average
2011,7,187,Crackers,* League Average
2011,7,188,Pillshovellers,* League Average
2011,7,189,Scalp Hunters,* League Average
2011,7,190,Team Christman,* League Average
2011,7,191,Team Colbert,* League Average
2011,7,192,Pestilence,* League Average
2011,7,193,Phinatics,* League Average
2011,7,194,Team Thompson,* League Average
2011,7,195,Ghost of Derrick Thomas,* League Average
2011,7,196,THE Great Chewbaccas,* League Average
2011,8,197,THE Great Chewbaccas,MC Gusto
2011,8,198,THE Great Chewbaccas,He Hate Me
2011,8,199,He Hate Me,Ghost of Derrick Thomas
2011,8,200,GoodFellas,MC Gusto
2011,8,201,GoodFellas,Team Thompson
2011,8,202,Brees Nuts,Ghost of Derrick Thomas
2011,8,203,Brees Nuts,Phinatics
2011,8,204,Crackers,Team Thompson
2011,8,205,Crackers,Pestilence
2011,8,206,Pillshovellers,Phinatics
2011,8,207,Pillshovellers,Team Colbert
2011,8,208,Scalp Hunters,Pestilence
2011,8,209,Scalp Hunters,Team Christman
2011,8,210,Team Christman,Team Colbert
2011,8,211,MC Gusto,* League Average
2011,8,212,He Hate Me,* League Average
2011,8,213,GoodFellas,* League Average
2011,8,214,Brees Nuts,* League Average
2011,8,215,Crackers,* League Average
2011,8,216,Pillshovellers,* League Average
2011,8,217,Scalp Hunters,* League Average
2011,8,218,Team Christman,* League Average
2011,8,219,Team Colbert,* League Average
2011,8,220,Pestilence,* League Average
2011,8,221,Phinatics,* League Average
2011,8,222,Team Thompson,* League Average
2011,8,223,Ghost of Derrick Thomas,* League Average
2011,8,224,THE Great Chewbaccas,* League Average
2011,9,225,THE Great Chewbaccas,GoodFellas
2011,9,226,THE Great Chewbaccas,Brees Nuts
2011,9,227,Brees Nuts,He Hate Me
2011,9,228,Crackers,GoodFellas
2011,9,229,Crackers,MC Gusto
2011,9,230,Pillshovellers,He Hate Me
2011,9,231,Pillshovellers,Ghost of Derrick Thomas
2011,9,232,Scalp Hunters,MC Gusto
2011,9,233,Scalp Hunters,Team Thompson
2011,9,234,Team Christman,Ghost of Derrick Thomas
2011,9,235,Team Christman,Phinatics
2011,9,236,Team Colbert,Team Thompson
2011,9,237,Team Colbert,Pestilence
2011,9,238,Pestilence,Phinatics
2011,9,239,MC Gusto,* League Average
2011,9,240,He Hate Me,* League Average
2011,9,241,GoodFellas,* League Average
2011,9,242,Brees Nuts,* League Average
2011,9,243,Crackers,* League Average
2011,9,244,Pillshovellers,* League Average
2011,9,245,Scalp Hunters,* League Average
2011,9,246,Team Christman,* League Average
2011,9,247,Team Colbert,* League Average
2011,9,248,Pestilence,* League Average
2011,9,249,Phinatics,* League Average
2011,9,250,Team Thompson,* League Average
2011,9,251,Ghost of Derrick Thomas,* League Average
2011,9,252,THE Great Chewbaccas,* League Average
2011,10,253,THE Great Chewbaccas,Crackers
2011,10,254,THE Great Chewbaccas,Pillshovellers
2011,10,255,Pillshovellers,Brees Nuts
2011,10,256,Scalp Hunters,Crackers
2011,10,257,Scalp Hunters,GoodFellas
2011,10,258,Team Christman,Brees Nuts
2011,10,259,Team Christman,He Hate Me
2011,10,260,Team Colbert,GoodFellas
2011,10,261,Team Colbert,MC Gusto
2011,10,262,Pestilence,He Hate Me
2011,10,263,Pestilence,Ghost of Derrick Thomas
2011,10,264,Phinatics,MC Gusto
2011,10,265,Phinatics,Team Thompson
2011,10,266,Team Thompson,Ghost of Derrick Thomas
2011,10,267,MC Gusto,* League Average
2011,10,268,He Hate Me,* League Average
2011,10,269,GoodFellas,* League Average
2011,10,270,Brees Nuts,* League Average
2011,10,271,Crackers,* League Average
2011,10,272,Pillshovellers,* League Average
2011,10,273,Scalp Hunters,* League Average
2011,10,274,Team Christman,* League Average
2011,10,275,Team Colbert,* League Average
2011,10,276,Pestilence,* League Average
2011,10,277,Phinatics,* League Average
2011,10,278,Team Thompson,* League Average
2011,10,279,Ghost of Derrick Thomas,* League Average
2011,10,280,THE Great Chewbaccas,* League Average
2011,11,281,THE Great Chewbaccas,Scalp Hunters
2011,11,282,THE Great Chewbaccas,Team Christman
2011,11,283,Team Christman,Pillshovellers
2011,11,284,Team Colbert,Scalp Hunters
2011,11,285,Team Colbert,Crackers
2011,11,286,Pestilence,Pillshovellers
2011,11,287,Pestilence,Brees Nuts
2011,11,288,Phinatics,Crackers
2011,11,289,Phinatics,GoodFellas
2011,11,290,Team Thompson,Brees Nuts
2011,11,291,Team Thompson,He Hate Me
2011,11,292,Ghost of Derrick Thomas,GoodFellas
2011,11,293,Ghost of Derrick Thomas,MC Gusto
2011,11,294,MC Gusto,He Hate Me
2011,11,295,MC Gusto,* League Average
2011,11,296,He Hate Me,* League Average
2011,11,297,GoodFellas,* League Average
2011,11,298,Brees Nuts,* League Average
2011,11,299,Crackers,* League Average
2011,11,300,Pillshovellers,* League Average
2011,11,301,Scalp Hunters,* League Average
2011,11,302,Team Christman,* League Average
2011,11,303,Team Colbert,* League Average
2011,11,304,Pestilence,* League Average
2011,11,305,Phinatics,* League Average
2011,11,306,Team Thompson,* League Average
2011,11,307,Ghost of Derrick Thomas,* League Average
2011,11,308,THE Great Chewbaccas,* League Average
2011,12,309,THE Great Chewbaccas,Team Colbert
2011,12,310,THE Great Chewbaccas,Pestilence
2011,12,311,Pestilence,Team Christman
2011,12,312,Phinatics,Team Colbert
2011,12,313,Phinatics,Scalp Hunters
2011,12,314,Team Thompson,Team Christman
2011,12,315,Team Thompson,Pillshovellers
2011,12,316,Ghost of Derrick Thomas,Scalp Hunters
2011,12,317,Ghost of Derrick Thomas,Crackers
2011,12,318,MC Gusto,Pillshovellers
2011,12,319,MC Gusto,Brees Nuts
2011,12,320,He Hate Me,Crackers
2011,12,321,He Hate Me,GoodFellas
2011,12,322,GoodFellas,Brees Nuts
2011,12,323,MC Gusto,* League Average
2011,12,324,He Hate Me,* League Average
2011,12,325,GoodFellas,* League Average
2011,12,326,Brees Nuts,* League Average
2011,12,327,Crackers,* League Average
2011,12,328,Pillshovellers,* League Average
2011,12,329,Scalp Hunters,* League Average
2011,12,330,Team Christman,* League Average
2011,12,331,Team Colbert,* League Average
2011,12,332,Pestilence,* League Average
2011,12,333,Phinatics,* League Average
2011,12,334,Team Thompson,* League Average
2011,12,335,Ghost of Derrick Thomas,* League Average
2011,12,336,THE Great Chewbaccas,* League Average
2011,13,337,THE Great Chewbaccas,Phinatics
2011,13,338,THE Great Chewbaccas,Team Thompson
2011,13,339,Team Thompson,Pestilence
2011,13,340,Ghost of Derrick Thomas,Phinatics
2011,13,341,Ghost of Derrick Thomas,Team Colbert
2011,13,342,MC Gusto,Pestilence
2011,13,343,MC Gusto,Team Christman
2011,13,344,He Hate Me,Team Colbert
2011,13,345,He Hate Me,Scalp Hunters
2011,13,346,GoodFellas,Team Christman
2011,13,347,GoodFellas,Pillshovellers
2011,13,348,Brees Nuts,Scalp Hunters
2011,13,349,Brees Nuts,Crackers
2011,13,350,Crackers,Pillshovellers
2011,13,351,MC Gusto,* League Average
2011,13,352,He Hate Me,* League Average
2011,13,353,GoodFellas,* League Average
2011,13,354,Brees Nuts,* League Average
2011,13,355,Crackers,* League Average
2011,13,356,Pillshovellers,* League Average
2011,13,357,Scalp Hunters,* League Average
2011,13,358,Team Christman,* League Average
2011,13,359,Team Colbert,* League Average
2011,13,360,Pestilence,* League Average
2011,13,361,Phinatics,* League Average
2011,13,362,Team Thompson,* League Average
2011,13,363,Ghost of Derrick Thomas,* League Average
2011,13,364,THE Great Chewbaccas,* League Average
2011,14,365,Pestilence,THE Great Chewbaccas
2011,14,366,Scalp Hunters,Brees Nuts
2011,14,367,MC Gusto,Pillshovellers
2011,14,368,GoodFellas,Team Thompson
2011,14,369,Phinatics,Ghost of Derrick Thomas
2011,14,370,Team Christman,Team Colbert
2011,15,371,Pestilence,He Hate Me
2011,15,372,Scalp Hunters,Crackers
2011,15,373,Team Christman,Pillshovellers
2011,15,374,Ghost of Derrick Thomas,Team Thompson
2011,16,375,Pestilence,Crackers
2011,16,376,Ghost of Derrick Thomas,Pillshovellers
2011,16,377,Scalp Hunters,He Hate Me
2011,17,378,Pestilence,Crackers
2011,17,379,Ghost of Derrick Thomas,Pillshovellers
2011,17,380,Scalp Hunters,He Hate Me
2012,1,381,THE Great Chewbaccas,Is it 2013 yet?
2012,1,382,THE Great Chewbaccas,Scalp Hunters
2012,1,383,Scalp Hunters,Pillshovellers
2012,1,384,I Pitta the Fool,Is it 2013 yet?
2012,1,385,I Pitta the Fool,Marcus Dupree
2012,1,386,MC Gusto,Pillshovellers
2012,1,387,MC Gusto,Phinatics
2012,1,388,Ghost of Derrick Thomas,Marcus Dupree
2012,1,389,Ghost of Derrick Thomas,Pestilence
2012,1,390,He Hate Me,Phinatics
2012,1,391,He Hate Me,GoodFellas
2012,1,392,Crackers,Pestilence
2012,1,393,Crackers,Brees Nuts
2012,1,394,Brees Nuts,GoodFellas
2012,1,395,Scalp Hunters,* League Average
2012,1,396,I Pitta the Fool,* League Average
2012,1,397,MC Gusto,* League Average
2012,1,398,Ghost of Derrick Thomas,* League Average
2012,1,399,He Hate Me,* League Average
2012,1,400,Crackers,* League Average
2012,1,401,Brees Nuts,* League Average
2012,1,402,GoodFellas,* League Average
2012,1,403,Pestilence,* League Average
2012,1,404,Phinatics,* League Average
2012,1,405,Marcus Dupree,* League Average
2012,1,406,Pillshovellers,* League Average
2012,1,407,Is it 2013 yet?,* League Average
2012,1,408,THE Great Chewbaccas,* League Average
2012,2,409,THE Great Chewbaccas,I Pitta the Fool
2012,2,410,THE Great Chewbaccas,MC Gusto
2012,2,411,MC Gusto,Scalp Hunters
2012,2,412,Ghost of Derrick Thomas,I Pitta the Fool
2012,2,413,Ghost of Derrick Thomas,Is it 2013 yet?
2012,2,414,He Hate Me,Scalp Hunters
2012,2,415,He Hate Me,Pillshovellers
2012,2,416,Crackers,Is it 2013 yet?
2012,2,417,Crackers,Marcus Dupree
2012,2,418,Brees Nuts,Pillshovellers
2012,2,419,Brees Nuts,Phinatics
2012,2,420,GoodFellas,Marcus Dupree
2012,2,421,GoodFellas,Pestilence
2012,2,422,Pestilence,Phinatics
2012,2,423,Scalp Hunters,* League Average
2012,2,424,I Pitta the Fool,* League Average
2012,2,425,MC Gusto,* League Average
2012,2,426,Ghost of Derrick Thomas,* League Average
2012,2,427,He Hate Me,* League Average
2012,2,428,Crackers,* League Average
2012,2,429,Brees Nuts,* League Average
2012,2,430,GoodFellas,* League Average
2012,2,431,Pestilence,* League Average
2012,2,432,Phinatics,* League Average
2012,2,433,Marcus Dupree,* League Average
2012,2,434,Pillshovellers,* League Average
2012,2,435,Is it 2013 yet?,* League Average
2012,2,436,THE Great Chewbaccas,* League Average
2012,3,437,THE Great Chewbaccas,Ghost of Derrick Thomas
2012,3,438,THE Great Chewbaccas,He Hate Me
2012,3,439,He Hate Me,MC Gusto
2012,3,440,Crackers,Ghost of Derrick Thomas
2012,3,441,Crackers,I Pitta the Fool
2012,3,442,Brees Nuts,MC Gusto
2012,3,443,Brees Nuts,Scalp Hunters
2012,3,444,GoodFellas,I Pitta the Fool
2012,3,445,GoodFellas,Is it 2013 yet?
2012,3,446,Pestilence,Scalp Hunters
2012,3,447,Pestilence,Pillshovellers
2012,3,448,Phinatics,Is it 2013 yet?
2012,3,449,Phinatics,Marcus Dupree
2012,3,450,Marcus Dupree,Pillshovellers
2012,3,451,Scalp Hunters,* League Average
2012,3,452,I Pitta the Fool,* League Average
2012,3,453,MC Gusto,* League Average
2012,3,454,Ghost of Derrick Thomas,* League Average
2012,3,455,He Hate Me,* League Average
2012,3,456,Crackers,* League Average
2012,3,457,Brees Nuts,* League Average
2012,3,458,GoodFellas,* League Average
2012,3,459,Pestilence,* League Average
2012,3,460,Phinatics,* League Average
2012,3,461,Marcus Dupree,* League Average
2012,3,462,Pillshovellers,* League Average
2012,3,463,Is it 2013 yet?,* League Average
2012,3,464,THE Great Chewbaccas,* League Average
2012,4,465,THE Great Chewbaccas,Crackers
2012,4,466,THE Great Chewbaccas,Brees Nuts
2012,4,467,Brees Nuts,He Hate Me
2012,4,468,GoodFellas,Crackers
2012,4,469,GoodFellas,Ghost of Derrick Thomas
2012,4,470,Pestilence,He Hate Me
2012,4,471,Pestilence,MC Gusto
2012,4,472,Phinatics,Ghost of Derrick Thomas
2012,4,473,Phinatics,I Pitta the Fool
2012,4,474,Marcus Dupree,MC Gusto
2012,4,475,Marcus Dupree,Is it 2013 yet?
2012,4,476,Pillshovellers,I Pitta the Fool
2012,4,477,Pillshovellers,Is it 2013 yet?
2012,4,478,Is it 2013 yet?,Is it 2013 yet?
2012,4,479,Scalp Hunters,* League Average
2012,4,480,I Pitta the Fool,* League Average
2012,4,481,MC Gusto,* League Average
2012,4,482,Ghost of Derrick Thomas,* League Average
2012,4,483,He Hate Me,* League Average
2012,4,484,Crackers,* League Average
2012,4,485,Brees Nuts,* League Average
2012,4,486,GoodFellas,* League Average
2012,4,487,Pestilence,* League Average
2012,4,488,Phinatics,* League Average
2012,4,489,Marcus Dupree,* League Average
2012,4,490,Pillshovellers,* League Average
2012,4,491,Is it 2013 yet?,* League Average
2012,4,492,THE Great Chewbaccas,* League Average
2012,5,493,THE Great Chewbaccas,GoodFellas
2012,5,494,THE Great Chewbaccas,Pestilence
2012,5,495,Marcus Dupree,Brees Nuts
2012,5,496,Pillshovellers,GoodFellas
2012,5,497,Pillshovellers,Crackers
2012,5,498,Is it 2013 yet?,Brees Nuts
2012,5,499,Is it 2013 yet?,He Hate Me
2012,5,500,Scalp Hunters,Crackers
2012,5,501,Scalp Hunters,Ghost of Derrick Thomas
2012,5,502,I Pitta the Fool,He Hate Me
2012,5,503,I Pitta the Fool,MC Gusto
2012,5,504,MC Gusto,Ghost of Derrick Thomas
2012,5,505,MC Gusto,I Pitta the Fool
2012,5,506,Ghost of Derrick Thomas,MC Gusto
2012,5,507,Scalp Hunters,* League Average
2012,5,508,I Pitta the Fool,* League Average
2012,5,509,MC Gusto,* League Average
2012,5,510,Ghost of Derrick Thomas,* League Average
2012,5,511,He Hate Me,* League Average
2012,5,512,Crackers,* League Average
2012,5,513,Brees Nuts,* League Average
2012,5,514,GoodFellas,* League Average
2012,5,515,Pestilence,* League Average
2012,5,516,Phinatics,* League Average
2012,5,517,Marcus Dupree,* League Average
2012,5,518,Pillshovellers,* League Average
2012,5,519,Is it 2013 yet?,* League Average
2012,5,520,THE Great Chewbaccas,* League Average
2012,6,521,THE Great Chewbaccas,Phinatics
2012,6,522,THE Great Chewbaccas,Marcus Dupree
2012,6,523,Marcus Dupree,Pestilence
2012,6,524,Pillshovellers,Phinatics
2012,6,525,Pillshovellers,GoodFellas
2012,6,526,Is it 2013 yet?,Pestilence
2012,6,527,Is it 2013 yet?,Brees Nuts
2012,6,528,Scalp Hunters,GoodFellas
2012,6,529,Scalp Hunters,Crackers
2012,6,530,I Pitta the Fool,Brees Nuts
2012,6,531,I Pitta the Fool,GoodFellas
2012,6,532,MC Gusto,Crackers
2012,6,533,MC Gusto,Brees Nuts
2012,6,534,Ghost of Derrick Thomas,He Hate Me
2012,6,535,Scalp Hunters,* League Average
2012,6,536,I Pitta the Fool,* League Average
2012,6,537,MC Gusto,* League Average
2012,6,538,Ghost of Derrick Thomas,* League Average
2012,6,539,He Hate Me,* League Average
2012,6,540,Crackers,* League Average
2012,6,541,Brees Nuts,* League Average
2012,6,542,GoodFellas,* League Average
2012,6,543,Pestilence,* League Average
2012,6,544,Phinatics,* League Average
2012,6,545,Marcus Dupree,* League Average
2012,6,546,Pillshovellers,* League Average
2012,6,547,Is it 2013 yet?,* League Average
2012,6,548,THE Great Chewbaccas,* League Average
2012,7,549,THE Great Chewbaccas,Pillshovellers
2012,7,550,THE Great Chewbaccas,Is it 2013 yet?
2012,7,551,Is it 2013 yet?,Marcus Dupree
2012,7,552,Scalp Hunters,Pillshovellers
2012,7,553,Scalp Hunters,Phinatics
2012,7,554,I Pitta the Fool,Marcus Dupree
2012,7,555,I Pitta the Fool,Pestilence
2012,7,556,MC Gusto,Phinatics
2012,7,557,MC Gusto,GoodFellas
2012,7,558,Ghost of Derrick Thomas,Pestilence
2012,7,559,Ghost of Derrick Thomas,Brees Nuts
2012,7,560,He Hate Me,GoodFellas
2012,7,561,He Hate Me,Crackers
2012,7,562,Crackers,Brees Nuts
2012,7,563,Scalp Hunters,* League Average
2012,7,564,I Pitta the Fool,* League Average
2012,7,565,MC Gusto,* League Average
2012,7,566,Ghost of Derrick Thomas,* League Average
2012,7,567,He Hate Me,* League Average
2012,7,568,Crackers,* League Average
2012,7,569,Brees Nuts,* League Average
2012,7,570,GoodFellas,* League Average
2012,7,571,Pestilence,* League Average
2012,7,572,Phinatics,* League Average
2012,7,573,Marcus Dupree,* League Average
2012,7,574,Pillshovellers,* League Average
2012,7,575,Is it 2013 yet?,* League Average
2012,7,576,THE Great Chewbaccas,* League Average
2012,8,577,THE Great Chewbaccas,Scalp Hunters
2012,8,578,THE Great Chewbaccas,I Pitta the Fool
2012,8,579,I Pitta the Fool,Is it 2013 yet?
2012,8,580,MC Gusto,Scalp Hunters
2012,8,581,MC Gusto,Pillshovellers
2012,8,582,Ghost of Derrick Thomas,Is it 2013 yet?
2012,8,583,Ghost of Derrick Thomas,Marcus Dupree
2012,8,584,He Hate Me,Pillshovellers
2012,8,585,He Hate Me,Phinatics
2012,8,586,Crackers,Marcus Dupree
2012,8,587,Crackers,Pestilence
2012,8,588,Brees Nuts,Phinatics
2012,8,589,Brees Nuts,GoodFellas
2012,8,590,GoodFellas,Pestilence
2012,8,591,Scalp Hunters,* League Average
2012,8,592,I Pitta the Fool,* League Average
2012,8,593,MC Gusto,* League Average
2012,8,594,Ghost of Derrick Thomas,* League Average
2012,8,595,He Hate Me,* League Average
2012,8,596,Crackers,* League Average
2012,8,597,Brees Nuts,* League Average
2012,8,598,GoodFellas,* League Average
2012,8,599,Pestilence,* League Average
2012,8,600,Phinatics,* League Average
2012,8,601,Marcus Dupree,* League Average
2012,8,602,Pillshovellers,* League Average
2012,8,603,Is it 2013 yet?,* League Average
2012,8,604,THE Great Chewbaccas,* League Average
2012,9,605,THE Great Chewbaccas,MC Gusto
2012,9,606,THE Great Chewbaccas,Ghost of Derrick Thomas
2012,9,607,Ghost of Derrick Thomas,I Pitta the Fool
2012,9,608,He Hate Me,MC Gusto
2012,9,609,He Hate Me,Scalp Hunters
2012,9,610,Crackers,I Pitta the Fool
2012,9,611,Crackers,Is it 2013 yet?
2012,9,612,Brees Nuts,Scalp Hunters
2012,9,613,Brees Nuts,Pillshovellers
2012,9,614,GoodFellas,Is it 2013 yet?
2012,9,615,GoodFellas,Marcus Dupree
2012,9,616,Pestilence,Pillshovellers
2012,9,617,Pestilence,Phinatics
2012,9,618,Phinatics,Marcus Dupree
2012,9,619,Scalp Hunters,* League Average
2012,9,620,I Pitta the Fool,* League Average
2012,9,621,MC Gusto,* League Average
2012,9,622,Ghost of Derrick Thomas,* League Average
2012,9,623,He Hate Me,* League Average
2012,9,624,Crackers,* League Average
2012,9,625,Brees Nuts,* League Average
2012,9,626,GoodFellas,* League Average
2012,9,627,Pestilence,* League Average
2012,9,628,Phinatics,* League Average
2012,9,629,Marcus Dupree,* League Average
2012,9,630,Pillshovellers,* League Average
2012,9,631,Is it 2013 yet?,* League Average
2012,9,632,THE Great Chewbaccas,* League Average
2012,10,633,THE Great Chewbaccas,He Hate Me
2012,10,634,THE Great Chewbaccas,Crackers
2012,10,635,Crackers,Ghost of Derrick Thomas
2012,10,636,Brees Nuts,He Hate Me
2012,10,637,Brees Nuts,MC Gusto
2012,10,638,GoodFellas,Ghost of Derrick Thomas
2012,10,639,GoodFellas,I Pitta the Fool
2012,10,640,Pestilence,MC Gusto
2012,10,641,Pestilence,Scalp Hunters
2012,10,642,Phinatics,I Pitta the Fool
2012,10,643,Phinatics,Is it 2013 yet?
2012,10,644,Marcus Dupree,Scalp Hunters
