Year,Week,Game,Home Team,Away Team
2022,6,4338,Ghost of Derrick Thomas,* League Average
2022,6,4339,He Hate Covid,* League Average
2022,6,4340,Crackers,* League Average
2022,6,4341,401K Breaker,* League Average
2022,6,4342,GoodFellas (Watts' Amatta U),* League Average
2022,6,4343,Pestilence,* League Average
2022,6,4344,Phinatics,* League Average
2022,6,4345,Burd is the Word,* League Average
2022,6,4346,Orlando ballers,* League Average
2022,6,4347,Injured Reserves,* League Average
2022,6,4348,THE Great Chewbaccas,* League Average
2022,7,4349,THE Great Chewbaccas,Orlando ballers
2022,7,4350,THE Great Chewbaccas,Injured Reserves
2022,7,4351,Injured Reserves,Burd is the Word
2022,7,4352,Scalp Hunters,Orlando ballers
2022,7,4353,Scalp Hunters,Phinatics
2022,7,4354,Cuzzo,Burd is the Word
2022,7,4355,Cuzzo,Pestilence
2022,7,4356,Magoo,Phinatics
2022,7,4357,Magoo,GoodFellas (Watts' Amatta U)
2022,7,4358,Ghost of Derrick Thomas,Pestilence
2022,7,4359,Ghost of Derrick Thomas,401K Breaker
2022,7,4360,He Hate Covid,GoodFellas (Watts' Amatta U)
2022,7,4361,He Hate Covid,Crackers
2022,7,4362,Crackers,401K Breaker
2022,7,4363,Scalp Hunters,* League Average
2022,7,4364,Cuzzo,* League Average
2022,7,4365,Magoo,* League Average
2022,7,4366,Ghost of Derrick Thomas,* League Average
2022,7,4367,He Hate Covid,* League Average
2022,7,4368,Crackers,* League Average
2022,7,4369,401K Breaker,* League Average
2022,7,4370,GoodFellas (Watts' Amatta U),* League Average
2022,7,4371,Pestilence,* League Average
2022,7,4372,Phinatics,* League Average
2022,7,4373,Burd is the Word,* League Average
2022,7,4374,Orlando ballers,* League Average
2022,7,4375,Injured Reserves,* League Average
2022,7,4376,THE Great Chewbaccas,* League Average
2022,8,4377,THE Great Chewbaccas,Scalp Hunters
2022,8,4378,THE Great Chewbaccas,Cuzzo
2022,8,4379,Cuzzo,Injured Reserves
2022,8,4380,Magoo,Scalp Hunters
2022,8,4381,Magoo,Orlando ballers
2022,8,4382,Ghost of Derrick Thomas,Injured Reserves
2022,8,4383,Ghost of Derrick Thomas,Burd is the Word
2022,8,4384,He Hate Covid,Orlando ballers
2022,8,4385,He Hate Covid,Phinatics
2022,8,4386,Crackers,Burd is the Word
2022,8,4387,Crackers,Pestilence
2022,8,4388,401K Breaker,Phinatics
2022,8,4389,401K Breaker,GoodFellas (Watts' Amatta U)
2022,8,4390,GoodFellas (Watts' Amatta U),Pestilence
2022,8,4391,Scalp Hunters,* League Average
2022,8,4392,Cuzzo,* League Average
2022,8,4393,Magoo,* League Average
2022,8,4394,Ghost of Derrick Thomas,* League Average
2022,8,4395,He Hate Covid,* League Average
2022,8,4396,Crackers,* League Average
2022,8,4397,401K Breaker,* League Average
2022,8,4398,GoodFellas (Watts' Amatta U),* League Average
2022,8,4399,Pestilence,* League Average
2022,8,4400,Phinatics,* League Average
2022,8,4401,Burd is the Word,* League Average
2022,8,4402,Orlando ballers,* League Average
2022,8,4403,Injured Reserves,* League Average
2022,8,4404,THE Great Chewbaccas,* League Average
2022,9,4405,THE Great Chewbaccas,Magoo
2022,9,4406,THE Great Chewbaccas,Ghost of Derrick Thomas
2022,9,4407,Ghost of Derrick Thomas,Cuzzo
2022,9,4408,He Hate Covid,Magoo
2022,9,4409,He Hate Covid,Scalp Hunters
2022,9,4410,Crackers,Cuzzo
2022,9,4411,Crackers,Injured Reserves
2022,9,4412,401K Breaker,Scalp Hunters
2022,9,4413,401K Breaker,Orlando ballers
2022,9,4414,GoodFellas (Watts' Amatta U),Injured Reserves
2022,9,4415,GoodFellas (Watts' Amatta U),Burd is the Word
2022,9,4416,Pestilence,Orlando ballers
2022,9,4417,Pestilence,Phinatics
2022,9,4418,Phinatics,Burd is the Word
2022,9,4419,Scalp Hunters,* League Average
2022,9,4420,Cuzzo,* League Average
2022,9,4421,Magoo,* League Average
2022,9,4422,Ghost of Derrick Thomas,* League Average
2022,9,4423,He Hate Covid,* League Average
2022,9,4424,Crackers,* League Average
2022,9,4425,401K Breaker,* League Average
2022,9,4426,GoodFellas (Watts' Amatta U),* League Average
2022,9,4427,Pestilence,* League Average
2022,9,4428,Phinatics,* League Average
2022,9,4429,Burd is the Word,* League Average
2022,9,4430,Orlando ballers,* League Average
2022,9,4431,Injured Reserves,* League Average
2022,9,4432,THE Great Chewbaccas,* League Average
2022,10,4433,THE Great Chewbaccas,He Hate Covid
2022,10,4434,THE Great Chewbaccas,Crackers
2022,10,4435,Crackers,Ghost of Derrick Thomas
2022,10,4436,401K Breaker,He Hate Covid
2022,10,4437,401K Breaker,Magoo
2022,10,4438,GoodFellas (Watts' Amatta U),Ghost of Derrick Thomas
2022,10,4439,GoodFellas (Watts' Amatta U),Cuzzo
2022,10,4440,Pestilence,Magoo
2022,10,4441,Pestilence,Scalp Hunters
2022,10,4442,Phinatics,Cuzzo
2022,10,4443,Phinatics,Injured Reserves
2022,10,4444,Burd is the Word,Scalp Hunters
2022,10,4445,Burd is the Word,Orlando ballers
2022,10,4446,Orlando ballers,Injured Reserves
2022,10,4447,Scalp Hunters,* League Average
2022,10,4448,Cuzzo,* League Average
2022,10,4449,Magoo,* League Average
2022,10,4450,Ghost of Derrick Thomas,* League Average
2022,10,4451,He Hate Covid,* League Average
2022,10,4452,Crackers,* League Average
2022,10,4453,401K Breaker,* League Average
2022,10,4454,GoodFellas (Watts' Amatta U),* League Average
2022,10,4455,Pestilence,* League Average
2022,10,4456,Phinatics,* League Average
2022,10,4457,Burd is the Word,* League Average
2022,10,4458,Orlando ballers,* League Average
2022,10,4459,Injured Reserves,* League Average
2022,10,4460,THE Great Chewbaccas,* League Average
2022,11,4461,THE Great Chewbaccas,401K Breaker
2022,11,4462,THE Great Chewbaccas,GoodFellas (Watts' Amatta U)
2022,11,4463,GoodFellas (Watts' Amatta U),Crackers
2022,11,4464,Pestilence,401K Breaker
2022,11,4465,Pestilence,He Hate Covid
2022,11,4466,Phinatics,Crackers
2022,11,4467,Phinatics,Ghost of Derrick Thomas
2022,11,4468,Burd is the Word,He Hate Covid
2022,11,4469,Burd is the Word,Magoo
2022,11,4470,Orlando ballers,Ghost of Derrick Thomas
2022,11,4471,Orlando ballers,Cuzzo
2022,11,4472,Injured Reserves,Magoo
2022,11,4473,Injured Reserves,Scalp Hunters
2022,11,4474,Scalp Hunters,Cuzzo
2022,11,4475,Scalp Hunters,* League Average
2022,11,4476,Cuzzo,* League Average
2022,11,4477,Magoo,* League Average
2022,11,4478,Ghost of Derrick Thomas,* League Average
2022,11,4479,He Hate Covid,* League Average
2022,11,4480,Crackers,* League Average
2022,11,4481,401K Breaker,* League Average
2022,11,4482,GoodFellas (Watts' Amatta U),* League Average
2022,11,4483,Pestilence,* League Average
2022,11,4484,Phinatics,* League Average
2022,11,4485,Burd is the Word,* League Average
2022,11,4486,Orlando ballers,* League Average
2022,11,4487,Injured Reserves,* League Average
2022,11,4488,THE Great Chewbaccas,* League Average
2022,12,4489,THE Great Chewbaccas,Pestilence
2022,12,4490,THE Great Chewbaccas,Phinatics
2022,12,4491,Phinatics,GoodFellas (Watts' Amatta U)
2022,12,4492,Burd is the Word,Pestilence
2022,12,4493,Burd is the Word,401K Breaker
2022,12,4494,Orlando ballers,GoodFellas (Watts' Amatta U)
2022,12,4495,Orlando ballers,Crackers
2022,12,4496,Injured Reserves,401K Breaker
2022,12,4497,Injured Reserves,He Hate Covid
2022,12,4498,Scalp Hunters,Crackers
2022,12,4499,Scalp Hunters,401K Breaker
2022,12,4500,Cuzzo,He Hate Covid
2022,12,4501,Cuzzo,Magoo
2022,12,4502,Magoo,Ghost of Derrick Thomas
2022,12,4503,Scalp Hunters,* League Average
2022,12,4504,Cuzzo,* League Average
2022,12,4505,Magoo,* League Average
2022,12,4506,Ghost of Derrick Thomas,* League Average
2022,12,4507,He Hate Covid,* League Average
2022,12,4508,Crackers,* League Average
2022,12,4509,401K Breaker,* League Average
2022,12,4510,GoodFellas (Watts' Amatta U),* League Average
2022,12,4511,Pestilence,* League Average
2022,12,4512,Phinatics,* League Average
2022,12,4513,Burd is the Word,* League Average
2022,12,4514,Orlando ballers,* League Average
2022,12,4515,Injured Reserves,* League Average
2022,12,4516,THE Great Chewbaccas,* League Average
2022,13,4517,THE Great Chewbaccas,Burd is the Word
2022,13,4518,THE Great Chewbaccas,Orlando ballers
2022,13,4519,Orlando ballers,Phinatics
2022,13,4520,Injured Reserves,Burd is the Word
2022,13,4521,Injured Reserves,Pestilence
2022,13,4522,Scalp Hunters,Phinatics
2022,13,4523,Scalp Hunters,GoodFellas (Watts' Amatta U)
2022,13,4524,Cuzzo,Pestilence
2022,13,4525,Cuzzo,401K Breaker
2022,13,4526,Magoo,GoodFellas (Watts' Amatta U)
2022,13,4527,Magoo,Crackers
2022,13,4528,Ghost of Derrick Thomas,401K Breaker
2022,13,4529,Ghost of Derrick Thomas,He Hate Covid
2022,13,4530,He Hate Covid,Crackers
2022,13,4531,Scalp Hunters,* League Average
2022,13,4532,Cuzzo,* League Average
2022,13,4533,Magoo,* League Average
2022,13,4534,Ghost of Derrick Thomas,* League Average
2022,13,4535,He Hate Covid,* League Average
2022,13,4536,Crackers,* League Average
2022,13,4537,401K Breaker,* League Average
2022,13,4538,GoodFellas (Watts' Amatta U),* League Average
2022,13,4539,Pestilence,* League Average
2022,13,4540,Phinatics,* League Average
2022,13,4541,Burd is the Word,* League Average
2022,13,4542,Orlando ballers,* League Average
2022,13,4543,Injured Reserves,* League Average
2022,13,4544,THE Great Chewbaccas,* League Average
2022,14,4545,,
2022,14,4546,,
2022,14,4547,,
2022,14,4548,,
2022,14,4549,,
2022,14,4550,,
2022,15,4551,,
2022,15,4552,,
2022,15,4553,,
2022,15,4554,,
2022,16,4555,,
2022,16,4556,,
2022,16,4557,,
2022,17,4558,,
2022,17,4559,,
2022,17,4560,,
2023,1,4561,THE Great Chewbaccas,F@#$ Tha Police
2023,1,4562,THE Great Chewbaccas,Scalp Hunters
2023,1,4563,Scalp Hunters,Orlando ballers
2023,1,4564,Cuzzo,F@#$ Tha Police
2023,1,4565,Cuzzo,Burd is the Word
2023,1,4566,Magoo,Orlando ballers
2023,1,4567,Magoo,Phinatics
2023,1,4568,Ghost of Derrick Thomas,Burd is the Word
2023,1,4569,Ghost of Derrick Thomas,Pestilence
2023,1,4570,He Hate Covid,Phinatics
2023,1,4571,He Hate Covid,GoodFellas
2023,1,4572,Crackers,Pestilence
2023,1,4573,Crackers,401K Breaker
2023,1,4574,401K Breaker,GoodFellas
2023,1,4575,Scalp Hunters,* League Average
2023,1,4576,Cuzzo,* League Average
2023,1,4577,Magoo,* League Average
2023,1,4578,Ghost of Derrick Thomas,* League Average
2023,1,4579,He Hate Covid,* League Average
2023,1,4580,Crackers,* League Average
2023,1,4581,401K Breaker,* League Average
2023,1,4582,GoodFellas,* League Average
2023,1,4583,Pestilence,* League Average
2023,1,4584,Phinatics,* League Average
2023,1,4585,Burd is the Word,* League Average
2023,1,4586,Orlando ballers,* League Average
2023,1,4587,F@#$ Tha Police,* League Average
2023,1,4588,THE Great Chewbaccas,* League Average
2023,2,4589,THE Great Chewbaccas,Cuzzo
2023,2,4590,THE Great Chewbaccas,Magoo
2023,2,4591,Magoo,Scalp Hunters
2023,2,4592,Ghost of Derrick Thomas,Cuzzo
2023,2,4593,Ghost of Derrick Thomas,F@#$ Tha Police
2023,2,4594,He Hate Covid,Scalp Hunters
2023,2,4595,He Hate Covid,Orlando ballers
2023,2,4596,Crackers,F@#$ Tha Police
2023,2,4597,Crackers,Burd is the Word
2023,2,4598,401K Breaker,Orlando ballers
2023,2,4599,401K Breaker,Phinatics
2023,2,4600,GoodFellas,Burd is the Word
2023,2,4601,GoodFellas,Pestilence
2023,2,4602,Pestilence,Phinatics
2023,2,4603,Scalp Hunters,* League Average
2023,2,4604,Cuzzo,* League Average
2023,2,4605,Magoo,* League Average
2023,2,4606,Ghost of Derrick Thomas,* League Average
2023,2,4607,He Hate Covid,* League Average
2023,2,4608,Crackers,* League Average
2023,2,4609,401K Breaker,* League Average
2023,2,4610,GoodFellas,* League Average
2023,2,4611,Pestilence,* League Average
2023,2,4612,Phinatics,* League Average
2023,2,4613,Burd is the Word,* League Average
2023,2,4614,Orlando ballers,* League Average
2023,2,4615,F@#$ Tha Police,* League Average
2023,2,4616,THE Great Chewbaccas,* League Average
2023,3,4617,THE Great Chewbaccas,Ghost of Derrick Thomas
2023,3,4618,THE Great Chewbaccas,He Hate Covid
2023,3,4619,He Hate Covid,Magoo
2023,3,4620,Crackers,Ghost of Derrick Thomas
2023,3,4621,Crackers,Cuzzo
2023,3,4622,401K Breaker,Magoo
2023,3,4623,401K Breaker,Scalp Hunters
2023,3,4624,GoodFellas,Cuzzo
2023,3,4625,GoodFellas,F@#$ Tha Police
2023,3,4626,Pestilence,Scalp Hunters
2023,3,4627,Pestilence,Orlando ballers
2023,3,4628,Phinatics,F@#$ Tha Police
2023,3,4629,Phinatics,Burd is the Word
2023,3,4630,Burd is the Word,Orlando ballers
2023,3,4631,Scalp Hunters,* League Average
2023,3,4632,Cuzzo,* League Average
2023,3,4633,Magoo,* League Average
2023,3,4634,Ghost of Derrick Thomas,* League Average
2023,3,4635,He Hate Covid,* League Average
2023,3,4636,Crackers,* League Average
2023,3,4637,401K Breaker,* League Average
2023,3,4638,GoodFellas,* League Average
2023,3,4639,Pestilence,* League Average
2023,3,4640,Phinatics,* League Average
2023,3,4641,Burd is the Word,* League Average
2023,3,4642,Orlando ballers,* League Average
2023,3,4643,F@#$ Tha Police,* League Average
2023,3,4644,THE Great Chewbaccas,* League Average
2023,4,4645,THE Great Chewbaccas,Crackers
2023,4,4646,THE Great Chewbaccas,401K Breaker
2023,4,4647,401K Breaker,He Hate Covid
2023,4,4648,GoodFellas,Crackers
2023,4,4649,GoodFellas,Ghost of Derrick Thomas
2023,4,4650,Pestilence,He Hate Covid
2023,4,4651,Pestilence,Magoo
2023,4,4652,Phinatics,Ghost of Derrick Thomas
2023,4,4653,Phinatics,Cuzzo
2023,4,4654,Burd is the Word,Magoo
2023,4,4655,Burd is the Word,F@#$ Tha Police
2023,4,4656,Orlando ballers,Cuzzo
2023,4,4657,Orlando ballers,F@#$ Tha Police
2023,4,4658,F@#$ Tha Police,F@#$ Tha Police
2023,4,4659,Scalp Hunters,* League Average
2023,4,4660,Cuzzo,* League Average
2023,4,4661,Magoo,* League Average
2023,4,4662,Ghost of Derrick Thomas,* League Average
2023,4,4663,He Hate Covid,* League Average
2023,4,4664,Crackers,* League Average
2023,4,4665,401K Breaker,* League Average
2023,4,4666,GoodFellas,* League Average
2023,4,4667,Pestilence,* League Average
2023,4,4668,Phinatics,* League Average
2023,4,4669,Burd is the Word,* League Average
2023,4,4670,Orlando ballers,* League Average
2023,4,4671,F@#$ Tha Police,* League Average
2023,4,4672,THE Great Chewbaccas,* League Average
2023,5,4673,THE Great Chewbaccas,GoodFellas
2023,5,4674,THE Great Chewbaccas,Pestilence
2023,5,4675,Burd is the Word,401K Breaker
2023,5,4676,Orlando ballers,GoodFellas
2023,5,4677,Orlando ballers,Crackers
2023,5,4678,F@#$ Tha Police,401K Breaker
2023,5,4679,F@#$ Tha Police,He Hate Covid
2023,5,4680,Scalp Hunters,Crackers
2023,5,4681,Scalp Hunters,Ghost of Derrick Thomas
2023,5,4682,Cuzzo,He Hate Covid
2023,5,4683,Cuzzo,Magoo
2023,5,4684,Magoo,Ghost of Derrick Thomas
2023,5,4685,Magoo,Cuzzo
2023,5,4686,Ghost of Derrick Thomas,Magoo
2023,5,4687,Scalp Hunters,* League Average
2023,5,4688,Cuzzo,* League Average
2023,5,4689,Magoo,* League Average
2023,5,4690,Ghost of Derrick Thomas,* League Average
2023,5,4691,He Hate Covid,* League Average
2023,5,4692,Crackers,* League Average
2023,5,4693,401K Breaker,* League Average
2023,5,4694,GoodFellas,* League Average
2023,5,4695,Pestilence,* League Average
2023,5,4696,Phinatics,* League Average
2023,5,4697,Burd is the Word,* League Average
2023,5,4698,Orlando ballers,* League Average
2023,5,4699,F@#$ Tha Police,* League Average
2023,5,4700,THE Great Chewbaccas,* League Average
2023,6,4701,THE Great Chewbaccas,Phinatics
2023,6,4702,THE Great Chewbaccas,Burd is the Word
2023,6,4703,Burd is the Word,Pestilence
2023,6,4704,Orlando ballers,Phinatics
2023,6,4705,Orlando ballers,GoodFellas
2023,6,4706,F@#$ Tha Police,Pestilence
2023,6,4707,F@#$ Tha Police,401K Breaker
2023,6,4708,Scalp Hunters,GoodFellas
2023,6,4709,Scalp Hunters,Crackers
2023,6,4710,Cuzzo,401K Breaker
2023,6,4711,Cuzzo,GoodFellas
2023,6,4712,Magoo,Crackers
2023,6,4713,Magoo,401K Breaker
2023,6,4714,Ghost of Derrick Thomas,He Hate Covid
2023,6,4715,Scalp Hunters,* League Average
2023,6,4716,Cuzzo,* League Average
2023,6,4717,Magoo,* League Average
2023,6,4718,Ghost of Derrick Thomas,* League Average
2023,6,4719,He Hate Covid,* League Average
2023,6,4720,Crackers,* League Average
2023,6,4721,401K Breaker,* League Average
2023,6,4722,GoodFellas,* League Average
2023,6,4723,Pestilence,* League Average
2023,6,4724,Phinatics,* League Average
2023,6,4725,Burd is the Word,* League Average
2023,6,4726,Orlando ballers,* League Average
2023,6,4727,F@#$ Tha Police,* League Average
2023,6,4728,THE Great Chewbaccas,* League Average
2023,7,4729,THE Great Chewbaccas,Orlando ballers
2023,7,4730,THE Great Chewbaccas,F@#$ Tha Police
2023,7,4731,F@#$ Tha Police,Burd is the Word
2023,7,4732,Scalp Hunters,Orlando ballers
2023,7,4733,Scalp Hunters,Phinatics
2023,7,4734,Cuzzo,Burd is the Word
2023,7,4735,Cuzzo,Pestilence
2023,7,4736,Magoo,Phinatics
2023,7,4737,Magoo,GoodFellas
2023,7,4738,Ghost of Derrick Thomas,Pestilence
2023,7,4739,Ghost of Derrick Thomas,401K Breaker
2023,7,4740,He Hate Covid,GoodFellas
2023,7,4741,He Hate Covid,Crackers
2023,7,4742,Crackers,401K Breaker
2023,7,4743,Scalp Hunters,* League Average
2023,7,4744,Cuzzo,* League Average
2023,7,4745,Magoo,* League Average
2023,7,4746,Ghost of Derrick Thomas,* League Average
2023,7,4747,He Hate Covid,* League Average
2023,7,4748,Crackers,* League Average
2023,7,4749,401K Breaker,* League Average
2023,7,4750,GoodFellas,* League Average
2023,7,4751,Pestilence,* League Average
2023,7,4752,Phinatics,* League Average
2023,7,4753,Burd is the Word,* League Average
2023,7,4754,Orlando ballers,* League Average
2023,7,4755,F@#$ Tha Police,* League Average
2023,7,4756,THE Great Chewbaccas,* League Average
2023,8,4757,THE Great Chewbaccas,Scalp Hunters
2023,8,4758,THE Great Chewbaccas,Cuzzo
2023,8,4759,Cuzzo,F@#$ Tha Police
2023,8,4760,Magoo,Scalp Hunters
2023,8,4761,Magoo,Orlando ballers
2023,8,4762,Ghost of Derrick Thomas,F@#$ Tha Police
2023,8,4763,Ghost of Derrick Thomas,Burd is the Word
2023,8,4764,He Hate Covid,Orlando ballers
2023,8,4765,He Hate Covid,Phinatics
2023,8,4766,Crackers,Burd is the Word
2023,8,4767,Crackers,Pestilence
2023,8,4768,401K Breaker,Phinatics
2023,8,4769,401K Breaker,GoodFellas
2023,8,4770,GoodFellas,Pestilence
2023,8,4771,Scalp Hunters,* League Average
2023,8,4772,Cuzzo,* League Average
2023,8,4773,Magoo,* League Average
2023,8,4774,Ghost of Derrick Thomas,* League Average
2023,8,4775,He Hate Covid,* League Average
2023,8,4776,Crackers,* League Average
2023,8,4777,401K Breaker,* League Average
2023,8,4778,GoodFellas,* League Average
2023,8,4779,Pestilence,* League Average
2023,8,4780,Phinatics,* League Average
2023,8,4781,Burd is the Word,* League Average
2023,8,4782,Orlando ballers,* League Average
2023,8,4783,F@#$ Tha Police,* League Average
2023,8,4784,THE Great Chewbaccas,* League Average
2023,9,4785,THE Great Chewbaccas,Magoo
2023,9,4786,THE Great Chewbaccas,Ghost of Derrick Thomas
2023,9,4787,Ghost of Derrick Thomas,Cuzzo
2023,9,4788,He Hate Covid,Magoo
2023,9,4789,He Hate Covid,Scalp Hunters
2023,9,4790,Crackers,Cuzzo
2023,9,4791,Crackers,F@#$ Tha Police
2023,9,4792,401K Breaker,Scalp Hunters
2023,9,4793,401K Breaker,Orlando ballers
2023,9,4794,GoodFellas,F@#$ Tha Police
2023,9,4795,GoodFellas,Burd is the Word
2023,9,4796,Pestilence,Orlando ballers
2023,9,4797,Pestilence,Phinatics
2023,9,4798,Phinatics,Burd is the Word
2023,9,4799,Scalp Hunters,* League Average
2023,9,4800,Cuzzo,* League Average
2023,9,4801,Magoo,* League Average
2023,9,4802,Ghost of Derrick Thomas,* League Average
2023,9,4803,He Hate Covid,* League Average
2023,9,4804,Crackers,* League Average
2023,9,4805,401K Breaker,* League Average
2023,9,4806,GoodFellas,* League Average
2023,9,4807,Pestilence,* League Average
2023,9,4808,Phinatics,* League Average
2023,9,4809,Burd is the Word,* League Average
2023,9,4810,Orlando ballers,* League Average
2023,9,4811,F@#$ Tha Police,* League Average
2023,9,4812,THE Great Chewbaccas,* League Average
2023,10,4813,THE Great Chewbaccas,He Hate Covid
2023,10,4814,THE Great Chewbaccas,Crackers
2023,10,4815,Crackers,Ghost of Derrick Thomas
2023,10,4816,401K Breaker,He Hate Covid
2023,10,4817,401K Breaker,Magoo
2023,10,4818,GoodFellas,Ghost of Derrick Thomas
2023,10,4819,GoodFellas,Cuzzo
2023,10,4820,Pestilence,Magoo
2023,10,4821,Pestilence,Scalp Hunters
2023,10,4822,Phinatics,Cuzzo
2023,10,4823,Phinatics,F@#$ Tha Police
2023,10,4824,Burd is the Word,Scalp Hunters
2023,10,4825,Burd is the Word,Orlando ballers
2023,10,4826,Orlando ballers,F@#$ Tha Police
2023,10,4827,Scalp Hunters,* League Average
2023,10,4828,Cuzzo,* League Average
2023,10,4829,Magoo,* League Average
2023,10,4830,Ghost of Derrick Thomas,* League Average
2023,10,4831,He Hate Covid,* League Average
2023,10,4832,Crackers,* League Average
2023,10,4833,401K Breaker,* League Average
2023,10,4834,GoodFellas,* League Average
2023,10,4835,Pestilence,* League Average
2023,10,4836,Phinatics,* League Average
2023,10,4837,Burd is the Word,* League Average
2023,10,4838,Orlando ballers,* League Average
2023,10,4839,F@#$ Tha Police,* League Average
2023,10,4840,THE Great Chewbaccas,* League Average
2023,11,4841,THE Great Chewbaccas,401K Breaker
2023,11,4842,THE Great Chewbaccas,GoodFellas
2023,11,4843,GoodFellas,Crackers
2023,11,4844,Pestilence,401K Breaker
2023,11,4845,Pestilence,He Hate Covid
2023,11,4846,Phinatics,Crackers
2023,11,4847,Phinatics,Ghost of Derrick Thomas
2023,11,4848,Burd is the Word,He Hate Covid
2023,11,4849,Burd is the Word,Magoo
2023,11,4850,Orlando ballers,Ghost of Derrick Thomas
2023,11,4851,Orlando ballers,Cuzzo
2023,11,4852,F@#$ Tha Police,Magoo
2023,11,4853,F@#$ Tha Police,Scalp Hunters
2023,11,4854,Scalp Hunters,Cuzzo
2023,11,4855,Scalp Hunters,* League Average
2023,11,4856,Cuzzo,* League Average
2023,11,4857,Magoo,* League Average
2023,11,4858,Ghost of Derrick Thomas,* League Average
2023,11,4859,He Hate Covid,* League Average
2023,11,4860,Crackers,* League Average
2023,11,4861,401K Breaker,* League Average
2023,11,4862,GoodFellas,* League Average
2023,11,4863,Pestilence,* League Average
2023,11,4864,Phinatics,* League Average
2023,11,4865,Burd is the Word,* League Average
2023,11,4866,Orlando ballers,* League Average
2023,11,4867,F@#$ Tha Police,* League Average
2023,11,4868,THE Great Chewbaccas,* League Average
2023,12,4869,THE Great Chewbaccas,Pestilence
2023,12,4870,THE Great Chewbaccas,Phinatics
2023,12,4871,Phinatics,GoodFellas
2023,12,4872,Burd is the Word,Pestilence
2023,12,4873,Burd is the Word,401K Breaker
2023,12,4874,Orlando ballers,GoodFellas
2023,12,4875,Orlando ballers,Crackers
2023,12,4876,F@#$ Tha Police,401K Breaker
2023,12,4877,F@#$ Tha Police,He Hate Covid
2023,12,4878,Scalp Hunters,Crackers
2023,12,4879,Scalp Hunters,401K Breaker
2023,12,4880,Cuzzo,He Hate Covid
2023,12,4881,Cuzzo,Magoo
2023,12,4882,Magoo,Ghost of Derrick Thomas
2023,12,4883,Scalp Hunters,* League Average
2023,12,4884,Cuzzo,* League Average
2023,12,4885,Magoo,* League Average
2023,12,4886,Ghost of Derrick Thomas,* League Average
2023,12,4887,He Hate Covid,* League Average
2023,12,4888,Crackers,* League Average
2023,12,4889,401K Breaker,* League Average
2023,12,4890,GoodFellas,* League Average
2023,12,4891,Pestilence,* League Average
2023,12,4892,Phinatics,* League Average
2023,12,4893,Burd is the Word,* League Average
2023,12,4894,Orlando ballers,* League Average
2023,12,4895,F@#$ Tha Police,* League Average
2023,12,4896,THE Great Chewbaccas,* League Average
2023,13,4897,THE Great Chewbaccas,Burd is the Word
2023,13,4898,THE Great Chewbaccas,Orlando ballers
2023,13,4899,Orlando ballers,Phinatics
2023,13,4900,F@#$ Tha Police,Burd is the Word
2023,13,4901,F@#$ Tha Police,Pestilence
2023,13,4902,Scalp Hunters,Phinatics
2023,13,4903,Scalp Hunters,GoodFellas
2023,13,4904,Cuzzo,Pestilence
2023,13,4905,Cuzzo,401K Breaker
2023,13,4906,Magoo,GoodFellas
2023,13,4907,Magoo,Crackers
2023,13,4908,Ghost of Derrick Thomas,401K Breaker
2023,13,4909,Ghost of Derrick Thomas,He Hate Covid
2023,13,4910,He Hate Covid,Crackers
2023,13,4911,Scalp Hunters,* League Average
2023,13,4912,Cuzzo,* League Average
2023,13,4913,Magoo,* League Average
2023,13,4914,Ghost of Derrick Thomas,* League Average
2023,13,4915,He Hate Covid,* League Average
2023,13,4916,Crackers,* League Average
2023,13,4917,401K Breaker,* League Average
2023,13,4918,GoodFellas,* League Average
2023,13,4919,Pestilence,* League Average
2023,13,4920,Phinatics,* League Average
2023,13,4921,Burd is the Word,* League Average
2023,13,4922,Orlando ballers,* League Average
2023,13,4923,F@#$ Tha Police,* League Average
2023,13,4924,THE Great Chewbaccas,* League Average
2023,14,4925,,
2023,14,4926,,
2023,14,4927,,
2023,14,4928,,
2023,14,4929,,
2023,14,4930,,
2023,15,4931,,
2023,15,4932,,
2023,15,4933,,
2023,15,4934,,
2023,16,4935,,
2023,16,4936,,
2023,16,4937,,
2023,17,4938,,
2023,17,4939,,
2023,17,4940,,
2024,1,4941,THE Great Chewbaccas,F@#$ Tha Police
2024,1,4942,THE Great Chewbaccas,Scalp Hunters
2024,1,4943,Scalp Hunters,Orlando ballers
2024,1,4944,Cuzzo,F@#$ Tha Police
2024,1,4945,Cuzzo,Burd is the Word
2024,1,4946,Magoo,Orlando ballers
2024,1,4947,Magoo,Phinatics
2024,1,4948,Ghost of Derrick Thomas,Burd is the Word
2024,1,4949,Ghost of Derrick Thomas,Pestilence
2024,1,4950,He Hate Covid,Phinatics
2024,1,4951,He Hate Covid,GoodFellas
2024,1,4952,Crackers,Pestilence
2024,1,4953,Crackers,401K Breaker
2024,1,4954,401K Breaker,GoodFellas
2024,1,4955,Scalp Hunters,* League Average
2024,1,4956,Cuzzo,* League Average
2024,1,4957,Magoo,* League Average
2024,1,4958,Ghost of Derrick Thomas,* League Average
2024,1,4959,He Hate Covid,* League Average
2024,1,4960,Crackers,* League Average
2024,1,4961,401K Breaker,* League Average
2024,1,4962,GoodFellas,* League Average
2024,1,4963,Pestilence,* League Average
2024,1,4964,Phinatics,* League Average
2024,1,4965,Burd is the Word,* League Average
2024,1,4966,Orlando ballers,* League Average
2024,1,4967,F@#$ Tha Police,* League Average
